0.5646411602900725 2258
Index,Python,TestBench
1341,01010101,10100011

1342,10100011,01010101

1343,10000001,01111111

1344,10100101,01011011

1345,01011011,10100101

1346,01111111,10000001

1347,01011011,10100101

1348,10100101,01011011

1349,10000001,01111111

1350,10100011,01010101

1351,01010101,10100011

1352,01111111,10000001

1353,01101011,11001011

1354,11001011,01101011

1355,10000001,01111111

1356,11001001,01100101

1357,01100101,11001001

1358,01111111,10000001

1359,01100011,11000011

1360,11000011,01100011

1361,01100001,01110111

1362,01110111,01100001

1363,01111001,01100111

1364,01100111,01111001

1365,10000001,01111111

1366,10110111,01001001

1367,01001001,10110111

1368,10011001,10000111

1369,10000111,10011001

1370,10000111,10011001

1371,10011001,10000111

1372,01111111,10000001

1373,01001001,10110111

1374,10110111,01001001

1375,01100111,01111001

1376,01111001,01100111

1377,01111001,01100111

1378,01100111,01111001

1379,10000001,01111111

1380,10110101,01000011

1381,01000011,10110101

1382,10101001,10101101

1383,10101101,10101001

1384,01111111,10000001

1385,00110111,10011011

1386,10011011,00110111

1387,10000001,01111111

1388,10011011,00110111

1389,00110111,10011011

1390,01111111,10000001

1391,00110101,10010101

1392,10010101,00110101

1393,10000001,01111111

1394,10101011,01011101

1395,01011101,10101011

1396,01111111,10000001

1397,01011011,10100101

1398,10100101,01011011

1399,10000001,01111111

1400,10100101,01011011

1401,01011011,10100101

1402,01111111,10000001

1403,01011101,10101011

1404,10101011,01011101

1405,10000001,01111111

1406,10010111,00111011

1407,00111011,10010111

1408,10011111,10001001

1409,10001001,10011111

1410,10000111,10011001

1411,10011001,10000111

1412,01111111,10000001

1413,01001001,10110111

1414,10110111,01001001

1415,01100111,01111001

1416,01111001,01100111

1417,01110111,01100001

1418,01100001,01110111

1419,10000001,01111111

1420,11000011,01100011

1421,01100011,11000011

1422,01111111,10000001

1423,01100101,11001001

1424,11001001,01100101

1425,01010011,01010111

1426,01010111,01010011

1427,10000001,01111111

1428,10111011,01000101

1429,01000101,10111011

1430,01111111,10000001

1431,01000011,10110101

1432,10110101,01000011

1433,01100111,01111001

1434,01111001,01100111

1435,01110111,01100001

1436,01100001,01110111

1437,10000001,01111111

1438,11000011,01100011

1439,01100011,11000011

1440,01111111,10000001

1441,01100011,11000011

1442,11000011,01100011

1443,01100001,01110111

1444,01110111,01100001

1445,01110111,01100001

1446,01100001,01110111

1447,10000001,01111111

1448,11000011,01100011

1449,01100011,11000011

1450,01111111,10000001

1451,01100011,11000011

1452,11000011,01100011

1453,01011111,01110001

1454,01110001,01011111

1455,10000101,10000001

1456,10000001,10000101

1457,10000001,10000101

1458,10000101,10000001

1459,01110001,01011111

1460,01011111,01110001

1461,10000001,01111111

1462,11000011,01100011

1463,01100011,11000011

1464,01111111,10000001

1465,01100011,11000011

1466,11000011,01100011

1467,01011111,01110001

1468,01110001,01011111

1469,01110001,01011111

1470,01011111,01110001

1471,10000001,01111111

1472,11000011,01100011

1473,01100011,11000011

1474,01111111,10000001

1475,01100011,11000011

1476,11000011,01100011

1477,01100001,01110111

1478,01110111,01100001

1479,01111001,01100111

1480,01100111,01111001

1481,10000001,01111111

1482,10110101,01000011

1483,01000011,10110101

1484,01111111,10000001

1485,01000011,10110101

1486,10110101,01000011

1487,01100101,01110011

1488,01110011,01100101

1489,01110001,01011111

1490,01011111,01110001

1491,10000001,01111111

1492,11000011,01100011

1493,01100011,11000011

1494,01111111,10000001

1495,01100101,11001001

1496,11001001,01100101

1497,01010011,01010111

1498,01010111,01010011

1499,10000001,01111111

1500,10111101,01001011

1501,01001011,10111101

1502,10011001,10000111

1503,10000111,10011001

1504,10000111,10011001

1505,10011001,10000111

1506,01111111,10000001

1507,01001011,10111101

1508,10111101,01001011

1509,01010111,01010011

1510,01010011,01010111

1511,10000001,01111111

1512,11001011,01101011

1513,01101011,11001011

1514,01111111,10000001

1515,01010101,10100011

1516,10100011,01010101

1517,10000001,01111111

1518,10100101,01011011

1519,01011011,10100101

1520,01111111,10000001

1521,01011011,10100101

1522,10100101,01011011

1523,10000001,01111111

1524,10100101,01011011

1525,01011011,10100101

1526,01111111,10000001

1527,01011101,10101011

1528,10101011,01011101

1529,10000001,01111111

1530,10010101,00110101

1531,00110101,10010101

1532,10101101,10101001

1533,10101001,10101101

1534,01111111,10000001

1535,01000011,10110101

1536,10110101,01000011

1537,01100101,01110011

1538,01110011,01100101

1539,01110011,01100101

1540,01100101,01110011

1541,10000001,01111111

1542,10110101,01000011

1543,01000011,10110101

1544,10101001,10101101

1545,10101101,10101001

1546,01111111,10000001

1547,00110111,10011011

1548,10011011,00110111

1549,10000001,01111111

1550,10011101,00111101

1551,00111101,10011101

1552,10100001,10001111

1553,10001111,10100001

1554,10001111,10100001

1555,10100001,10001111

1556,01111111,10000001

1557,00111011,10010111

1558,10010111,00111011

1559,10000001,01111111

1560,10101001,01010111

1561,01010111,10101001

1562,01111111,10000001

1563,01101011,11001011

1564,11001011,01101011

1565,01010011,01010111

1566,01010111,01010011

1567,10000001,01111111

1568,10111011,01000101

1569,01000101,10111011

1570,10101001,10101101

1571,10101101,10101001

1572,01111111,10000001

1573,00110111,10011011

1574,10011011,00110111

1575,10000001,01111111

1576,10011101,00111101

1577,00111101,10011101

1578,10011111,10001001

1579,10001001,10011111

1580,10000111,10011001

1581,10011001,10000111

1582,01111111,10000001

1583,01001011,10111101

1584,10111101,01001011

1585,01010111,01010011

1586,01010011,01010111

1587,10000001,01111111

1588,11001001,01100101

1589,01100101,11001001

1590,01111111,10000001

1591,01100011,11000011

1592,11000011,01100011

1593,01100001,01110111

1594,01110111,01100001

1595,01110111,01100001

1596,01100001,01110111

1597,10000001,01111111

1598,11000101,01101001

1599,01101001,11000101

1600,01111111,10000001

1601,01010101,10100011

1602,10100011,01010101

1603,10000001,01111111

1604,10100011,01010101

1605,01010101,10100011

1606,01111111,10000001

1607,01101001,11000101

1608,11000101,01101001

1609,01011111,01110001

1610,01110001,01011111

1611,01110001,01011111

1612,01011111,01110001

1613,10000001,01111111

1614,11000101,01101001

1615,01101001,11000101

1616,01111111,10000001

1617,01010101,10100011

1618,10100011,01010101

1619,10000001,01111111

1620,10100101,01011011

1621,01011011,10100101

1622,01111111,10000001

1623,01011101,10101011

1624,10101011,01011101

1625,10000001,01111111

1626,10010101,00110101

1627,00110101,10010101

1628,01111111,10000001

1629,00110101,10010101

1630,10010101,00110101

1631,10000001,01111111

1632,10101001,01010111

1633,01010111,10101001

1634,01111111,10000001

1635,01101011,11001011

1636,11001011,01101011

1637,01010011,01010111

1638,01010111,01010011

1639,10000001,01111111

1640,10111101,01001011

1641,01001011,10111101

1642,10011011,10001101

1643,10001101,10011011

1644,01111011,01111111

1645,01111111,01111011

1646,01111111,01111011

1647,01111011,01111111

1648,10001111,10100001

1649,10100001,10001111

1650,01111111,10000001

1651,00111101,10011101

1652,10011101,00111101

1653,10000001,01111111

1654,10011011,00110111

1655,00110111,10011011

1656,10101101,10101001

1657,10101001,10101101

1658,01111111,10000001

1659,01000101,10111011

1660,10111011,01000101

1661,01010111,01010011

1662,01010011,01010111

1663,10000001,01111111

1664,11001001,01100101

1665,01100101,11001001

1666,01111111,10000001

1667,01100101,11001001

1668,11001001,01100101

1669,10000001,01111111

1670,11001001,01100101

1671,01100101,11001001

1672,01111111,10000001

1673,01100101,11001001

1674,11001001,01100101

1675,10000001,01111111

1676,11001011,01101011

1677,01101011,11001011

1678,01111111,10000001

1679,01010111,10101001

1680,10101001,01010111

1681,10000001,01111111

1682,10010101,00110101

1683,00110101,10010101

1684,01111111,10000001

1685,00110111,10011011

1686,10011011,00110111

1687,10000001,01111111

1688,10011101,00111101

1689,00111101,10011101

1690,10100001,10001111

1691,10001111,10100001

1692,01111011,01111111

1693,01111111,01111011

1694,01111111,01111011

1695,01111011,01111111

1696,10001101,10011011

1697,10011011,10001101

1698,01111111,10000001

1699,01001011,10111101

1700,10111101,01001011

1701,01010111,01010011

1702,01010011,01010111

1703,10000001,01111111

1704,11001001,01100101

1705,01100101,11001001

1706,01111111,10000001

1707,01100101,11001001

1708,11001001,01100101

1709,01010011,01010111

1710,01010111,01010011

1711,10000001,01111111

1712,10111011,01000101

1713,01000101,10111011

1714,10101001,10101101

1715,10101101,10101001

1716,01111111,10000001

1717,00110101,10010101

1718,10010101,00110101

1719,10000001,01111111

1720,10101011,01011101

1721,01011101,10101011

1722,01111111,10000001

1723,01011011,10100101

1724,10100101,01011011

1725,10000001,01111111

1726,10100011,01010101

1727,01010101,10100011

1728,01111111,10000001

1729,01101011,11001011

1730,11001011,01101011

1731,01010011,01010111

1732,01010111,01010011

1733,10000001,01111111

1734,10111011,01000101

1735,01000101,10111011

1736,01111111,10000001

1737,01000101,10111011

1738,10111011,01000101

1739,10000001,01111111

1740,10111011,01000101

1741,01000101,10111011

1742,01111111,10000001

1743,01000011,10110101

1744,10110101,01000011

1745,01100101,01110011

1746,01110011,01100101

1747,10000101,10000001

1748,10000001,10000101

1749,10000001,10000101

1750,10000101,10000001

1751,01110011,01100101

1752,01100101,01110011

1753,10000001,01111111

1754,10110101,01000011

1755,01000011,10110101

1756,01111111,10000001

1757,01000011,10110101

1758,10110101,01000011

1759,01100111,01111001

1760,01111001,01100111

1761,01111001,01100111

1762,01100111,01111001

1763,10000001,01111111

1764,10110101,01000011

1765,01000011,10110101

1766,01111111,10000001

1767,01000101,10111011

1768,10111011,01000101

1769,01010111,01010011

1770,01010011,01010111

1771,10000001,01111111

1772,11001011,01101011

1773,01101011,11001011

1774,01111111,10000001

1775,01010101,10100011

1776,10100011,01010101

1777,10000001,01111111

1778,10100011,01010101

1779,01010101,10100011

1780,01111111,10000001

1781,01101001,11000101

1782,11000101,01101001

1783,01100001,01110111

1784,01110111,01100001

1785,01111001,01100111

1786,01100111,01111001

1787,10000001,01111111

1788,10110101,01000011

1789,01000011,10110101

1790,10101001,10101101

1791,10101101,10101001

1792,01111111,10000001

1793,00110101,10010101

1794,10010101,00110101

1795,10000001,01111111

1796,10101001,01010111

1797,01010111,10101001

1798,01111111,10000001

1799,01101011,11001011

1800,11001011,01101011

1801,10000001,01111111

1802,11001011,01101011

1803,01101011,11001011

1804,01111111,10000001

1805,01010111,10101001

1806,10101001,01010111

1807,10000001,01111111

1808,10010111,00111011

1809,00111011,10010111

1810,10100001,10001111

1811,10001111,10100001

1812,01111011,01111111

1813,01111111,01111011

1814,01111111,01111011

1815,01111011,01111111

1816,10001111,10100001

1817,10100001,10001111

1818,01111111,10000001

1819,00111011,10010111

1820,10010111,00111011

1821,10000001,01111111

1822,10101001,01010111

1823,01010111,10101001

1824,01111111,10000001

1825,01101001,11000101

1826,11000101,01101001

1827,01100001,01110111

1828,01110111,01100001

1829,01110111,01100001

1830,01100001,01110111

1831,10000001,01111111

1832,11000101,01101001

1833,01101001,11000101

1834,01111111,10000001

1835,01010111,10101001

1836,10101001,01010111

1837,10000001,01111111

1838,10010101,00110101

1839,00110101,10010101

1840,10101101,10101001

1841,10101001,10101101

1842,01111111,10000001

1843,01000011,10110101

1844,10110101,01000011

1845,01100111,01111001

1846,01111001,01100111

1847,01111001,01100111

1848,01100111,01111001

1849,10000001,01111111

1850,10110111,01001001

1851,01001001,10110111

1852,10011001,10000111

1853,10000111,10011001

1854,10001001,10011111

1855,10011111,10001001

1856,01111111,10000001

1857,00111011,10010111

1858,10010111,00111011

1859,10000001,01111111

1860,10101011,01011101

1861,01011101,10101011

1862,01111111,10000001

1863,01011101,10101011

1864,10101011,01011101

1865,10000001,01111111

1866,10010101,00110101

1867,00110101,10010101

1868,10101101,10101001

1869,10101001,10101101

1870,01111111,10000001

1871,01000101,10111011

1872,10111011,01000101

1873,01010111,01010011

1874,01010011,01010111

1875,10000001,01111111

1876,11001011,01101011

1877,01101011,11001011

1878,01111111,10000001

1879,01010111,10101001

1880,10101001,01010111

1881,10000001,01111111

1882,10010101,00110101

1883,00110101,10010101

1884,10101101,10101001

1885,10101001,10101101

1886,01111111,10000001

1887,01000101,10111011

1888,10111011,01000101

1889,10000001,01111111

1890,10111101,01001011

1891,01001011,10111101

1892,10011011,10001101

1893,10001101,10011011

1894,10001101,10011011

1895,10011011,10001101

1896,01111111,10000001

1897,01001001,10110111

1898,10110111,01001001

1899,01100111,01111001

1900,01111001,01100111

1901,01111001,01100111

1902,01100111,01111001

1903,10000001,01111111

1904,10110111,01001001

1905,01001001,10110111

1906,10011011,10001101

1907,10001101,10011011

1908,01111011,01111111

1909,01111111,01111011

1910,01111111,01111011

1911,01111011,01111111

1912,10001111,10100001

1913,10100001,10001111

1914,01111111,10000001

1915,00111101,10011101

1916,10011101,00111101

1917,10000001,01111111

1918,10011101,00111101

1919,00111101,10011101

1920,10011111,10001001

1921,10001001,10011111

1922,10001001,10011111

1923,10011111,10001001

1924,01111111,10000001

1925,00111011,10010111

1926,10010111,00111011

1927,10000001,01111111

1928,10101001,01010111

1929,01010111,10101001

1930,01111111,10000001

1931,01101001,11000101

1932,11000101,01101001

1933,01011111,01110001

1934,01110001,01011111

1935,10000101,10000001

1936,10000001,10000101

1937,10000001,10000101

1938,10000101,10000001

1939,01110011,01100101

1940,01100101,01110011

1941,10000001,01111111

1942,10110101,01000011

1943,01000011,10110101

1944,10101001,10101101

1945,10101101,10101001

1946,01111111,10000001

1947,00110101,10010101

1948,10010101,00110101

1949,10000001,01111111

1950,10101011,01011101

1951,01011101,10101011

1952,01111111,10000001

1953,01011101,10101011

1954,10101011,01011101

1955,10000001,01111111

1956,10010101,00110101

1957,00110101,10010101

1958,01111111,10000001

1959,00110111,10011011

1960,10011011,00110111

1961,10000001,01111111

1962,10011011,00110111

1963,00110111,10011011

1964,01111111,10000001

1965,00110111,10011011

1966,10011011,00110111

1967,10000001,01111111

1968,10011101,00111101

1969,00111101,10011101

1970,10011111,10001001

1971,10001001,10011111

1972,10001001,10011111

1973,10011111,10001001

1974,01111111,10000001

1975,00111101,10011101

1976,10011101,00111101

1977,10000001,01111111

1978,10011011,00110111

1979,00110111,10011011

1980,10101101,10101001

1981,10101001,10101101

1982,01111111,10000001

1983,01000011,10110101

1984,10110101,01000011

1985,01100101,01110011

1986,01110011,01100101

1987,10000101,10000001

1988,10000001,10000101

1989,10000001,10000101

1990,10000101,10000001

1991,01110001,01011111

1992,01011111,01110001

1993,10000001,01111111

1994,11000101,01101001

1995,01101001,11000101

1996,01111111,10000001

1997,01010111,10101001

1998,10101001,01010111

1999,10000001,01111111

2000,10010101,00110101

2001,00110101,10010101

2002,01111111,10000001

2003,00110101,10010101

2004,10010101,00110101

2005,10000001,01111111

2006,10101011,01011101

2007,01011101,10101011

2008,01111111,10000001

2009,01011101,10101011

2010,10101011,01011101

2011,10000001,01111111

2012,10010111,00111011

2013,00111011,10010111

2014,10100001,10001111

2015,10001111,10100001

2016,01111011,01111111

2017,01111111,01111011

2018,01111111,01111011

2019,01111011,01111111

2020,10001111,10100001

2021,10100001,10001111

2022,01111111,10000001

2023,00111011,10010111

2024,10010111,00111011

2025,10000001,01111111

2026,10101011,01011101

2027,01011101,10101011

2028,01111111,10000001

2029,01011011,10100101

2030,10100101,01011011

2031,10000001,01111111

2032,10100101,01011011

2033,01011011,10100101

2034,01111111,10000001

2035,01011011,10100101

2036,10100101,01011011

2037,10000001,01111111

2038,10100101,01011011

2039,01011011,10100101

2040,01111111,10000001

2041,01011011,10100101

2042,10100101,01011011

2043,10000001,01111111

2044,10100011,01010101

2045,01010101,10100011

2046,01111111,10000001

2047,01101001,11000101

2048,11000101,01101001

2049,01011111,01110001

2050,01110001,01011111

2051,10000101,10000001

2052,10000001,10000101

2053,10000001,10000101

2054,10000101,10000001

2055,01110001,01011111

2056,01011111,01110001

2057,10000001,01111111

2058,11000101,01101001

2059,01101001,11000101

2060,01111111,10000001

2061,01010101,10100011

2062,10100011,01010101

2063,10000001,01111111

2064,10100011,01010101

2065,01010101,10100011

2066,01111111,10000001

2067,01101011,11001011

2068,11001011,01101011

2069,10000001,01111111

2070,11001011,01101011

2071,01101011,11001011

2072,01111111,10000001

2073,01010101,10100011

2074,10100011,01010101

2075,10000001,01111111

2076,10100101,01011011

2077,01011011,10100101

2078,01111111,10000001

2079,01011101,10101011

2080,10101011,01011101

2081,10000001,01111111

2082,10010111,00111011

2083,00111011,10010111

2084,10100001,10001111

2085,10001111,10100001

2086,10001101,10011011

2087,10011011,10001101

2088,01111111,10000001

2089,01001011,10111101

2090,10111101,01001011

2091,01010111,01010011

2092,01010011,01010111

2093,10000001,01111111

2094,11001011,01101011

2095,01101011,11001011

2096,01111111,10000001

2097,01010111,10101001

2098,10101001,01010111

2099,10000001,01111111

2100,10010111,00111011

2101,00111011,10010111

2102,10011111,10001001

2103,10001001,10011111

2104,10001001,10011111

2105,10011111,10001001

2106,01111111,10000001

2107,00111101,10011101

2108,10011101,00111101

2109,10000001,01111111

2110,10011101,00111101

2111,00111101,10011101

2112,10011111,10001001

2113,10001001,10011111

2114,10000111,10011001

2115,10011001,10000111

2116,01111111,10000001

2117,01001001,10110111

2118,10110111,01001001

2119,01100101,01110011

2120,01110011,01100101

2121,10000101,10000001

2122,10000001,10000101

2123,10000001,10000101

2124,10000101,10000001

2125,01110011,01100101

2126,01100101,01110011

2127,10000001,01111111

2128,10110111,01001001

2129,01001001,10110111

2130,10011001,10000111

2131,10000111,10011001

2132,10000111,10011001

2133,10011001,10000111

2134,01111111,10000001

2135,01001011,10111101

2136,10111101,01001011

2137,10000001,01111111

2138,10111101,01001011

2139,01001011,10111101

2140,10011001,10000111

2141,10000111,10011001

2142,10001001,10011111

2143,10011111,10001001

2144,01111111,10000001

2145,00111011,10010111

2146,10010111,00111011

2147,10000001,01111111

2148,10101001,01010111

2149,01010111,10101001

2150,01111111,10000001

2151,01101011,11001011

2152,11001011,01101011

2153,10000001,01111111

2154,11001001,01100101

2155,01100101,11001001

2156,01111111,10000001

2157,01100101,11001001

2158,11001001,01100101

2159,01010011,01010111

2160,01010111,01010011

2161,10000001,01111111

2162,10111101,01001011

2163,01001011,10111101

2164,10011011,10001101

2165,10001101,10011011

2166,10001111,10100001

2167,10100001,10001111

2168,01111111,10000001

2169,00111011,10010111

2170,10010111,00111011

2171,10000001,01111111

2172,10101011,01011101

2173,01011101,10101011

2174,01111111,10000001

2175,01011101,10101011

2176,10101011,01011101

2177,10000001,01111111

2178,10010111,00111011

2179,00111011,10010111

2180,10011111,10001001

2181,10001001,10011111

2182,10001001,10011111

2183,10011111,10001001

2184,01111111,10000001

2185,00111011,10010111

2186,10010111,00111011

2187,10000001,01111111

2188,10101011,01011101

2189,01011101,10101011

2190,01111111,10000001

2191,01011011,10100101

2192,10100101,01011011

2193,10000001,01111111

2194,10100011,01010101

2195,01010101,10100011

2196,01111111,10000001

2197,01101001,11000101

2198,11000101,01101001

2199,01100001,01110111

2200,01110111,01100001

2201,01110111,01100001

2202,01100001,01110111

2203,10000001,01111111

2204,11000011,01100011

2205,01100011,11000011

2206,01111111,10000001

2207,01100101,11001001

2208,11001001,01100101

2209,10000001,01111111

2210,11001001,01100101

2211,01100101,11001001

2212,01111111,10000001

2213,01100011,11000011

2214,11000011,01100011

2215,01011111,01110001

2216,01110001,01011111

2217,01110011,01100101

2218,01100101,01110011

2219,10000001,01111111

2220,10110101,01000011

2221,01000011,10110101

2222,01111111,10000001

2223,01000101,10111011

2224,10111011,01000101

2225,10000001,01111111

2226,10111101,01001011

2227,01001011,10111101

2228,10011001,10000111

2229,10000111,10011001

2230,10000111,10011001

2231,10011001,10000111

2232,01111111,10000001

2233,01001001,10110111

2234,10110111,01001001

2235,01100101,01110011

2236,01110011,01100101

2237,01110001,01011111

2238,01011111,01110001

2239,10000001,01111111

2240,11000101,01101001

2241,01101001,11000101

2242,01111111,10000001

2243,01010111,10101001

2244,10101001,01010111

2245,10000001,01111111

2246,10010111,00111011

2247,00111011,10010111

2248,10100001,10001111

2249,10001111,10100001

2250,10001111,10100001

2251,10100001,10001111

2252,01111111,10000001

2253,00111101,10011101

2254,10011101,00111101

2255,10000001,01111111

2256,10011011,00110111

2257,00110111,10011011

