0.5646411602900725 2258
Index,Python,TestBench
1240,01110001,01011111

1241,10000101,10000001

1242,10000001,10000101

1243,10000001,10000101

1244,10000101,10000001

1245,01110001,01011111

1246,01011111,01110001

1247,10000001,01111111

1248,11000011,01100011

1249,01100011,11000011

1250,01111111,10000001

1251,01100101,11001001

1252,11001001,01100101

1253,10000001,01111111

1254,11001011,01101011

1255,01101011,11001011

1256,01111111,10000001

1257,01010101,10100011

1258,10100011,01010101

1259,10000001,01111111

1260,10100011,01010101

1261,01010101,10100011

1262,01111111,10000001

1263,01101011,11001011

1264,11001011,01101011

1265,01010011,01010111

1266,01010111,01010011

1267,10000001,01111111

1268,10111101,01001011

1269,01001011,10111101

1270,10011001,10000111

1271,10000111,10011001

1272,10001001,10011111

1273,10011111,10001001

1274,01111111,10000001

1275,00111101,10011101

1276,10011101,00111101

1277,10000001,01111111

1278,10011011,00110111

1279,00110111,10011011

1280,01111111,10000001

1281,00110101,10010101

1282,10010101,00110101

1283,10000001,01111111

1284,10101001,01010111

1285,01010111,10101001

1286,01111111,10000001

1287,01101001,11000101

1288,11000101,01101001

1289,01100001,01110111

1290,01110111,01100001

1291,01111001,01100111

1292,01100111,01111001

1293,10000001,01111111

1294,10110111,01001001

1295,01001001,10110111

1296,10011011,10001101

1297,10001101,10011011

1298,10001101,10011011

1299,10011011,10001101

1300,01111111,10000001

1301,01001011,10111101

1302,10111101,01001011

1303,10000001,01111111

1304,10111101,01001011

1305,01001011,10111101

1306,10011011,10001101

1307,10001101,10011011

1308,01111011,01111111

1309,01111111,01111011

1310,01111111,01111011

1311,01111011,01111111

1312,10001101,10011011

1313,10011011,10001101

1314,01111111,10000001

1315,01001011,10111101

1316,10111101,01001011

1317,10000001,01111111

1318,10111011,01000101

1319,01000101,10111011

1320,10101001,10101101

1321,10101101,10101001

1322,01111111,10000001

1323,00110111,10011011

1324,10011011,00110111

1325,10000001,01111111

1326,10011011,00110111

1327,00110111,10011011

1328,10101101,10101001

1329,10101001,10101101

1330,01111111,10000001

1331,01000011,10110101

1332,10110101,01000011

1333,01100111,01111001

1334,01111001,01100111

1335,01110111,01100001

1336,01100001,01110111

1337,10000001,01111111

1338,11000101,01101001

1339,01101001,11000101

1340,01111111,10000001

