0.5643910977744436 2257
Index,Python,TestBench
1240,11000011,01100011

1241,01100001,01110111

1242,01110111,01100001

1243,01110111,01100001

1244,01100001,01110111

1245,10000001,01111111

1246,11000101,01101001

1247,01101001,11000101

1248,01111111,10000001

1249,01010101,10100011

1250,10100011,01010101

1251,10000001,01111111

1252,10100011,01010101

1253,01010101,10100011

1254,01111111,10000001

1255,01101001,11000101

1256,11000101,01101001

1257,01011111,01110001

1258,01110001,01011111

1259,01110001,01011111

1260,01011111,01110001

1261,10000001,01111111

1262,11000101,01101001

1263,01101001,11000101

1264,01111111,10000001

1265,01010101,10100011

1266,10100011,01010101

1267,10000001,01111111

1268,10100101,01011011

1269,01011011,10100101

1270,01111111,10000001

1271,01011101,10101011

1272,10101011,01011101

1273,10000001,01111111

1274,10010101,00110101

1275,00110101,10010101

1276,01111111,10000001

1277,00110101,10010101

1278,10010101,00110101

1279,10000001,01111111

1280,10101001,01010111

1281,01010111,10101001

1282,01111111,10000001

1283,01101011,11001011

1284,11001011,01101011

1285,01010011,01010111

1286,01010111,01010011

1287,10000001,01111111

1288,10111101,01001011

1289,01001011,10111101

1290,10011011,10001101

1291,10001101,10011011

1292,01111011,01111111

1293,01111111,01111011

1294,01111111,01111011

1295,01111011,01111111

1296,10001111,10100001

1297,10100001,10001111

1298,01111111,10000001

1299,00111101,10011101

1300,10011101,00111101

1301,10000001,01111111

1302,10011011,00110111

1303,00110111,10011011

1304,10101101,10101001

1305,10101001,10101101

1306,01111111,10000001

1307,01000101,10111011

1308,10111011,01000101

1309,01010111,01010011

1310,01010011,01010111

1311,10000001,01111111

1312,11001001,01100101

1313,01100101,11001001

1314,01111111,10000001

1315,01100101,11001001

1316,11001001,01100101

1317,10000001,01111111

1318,11001001,01100101

1319,01100101,11001001

1320,01111111,10000001

1321,01100101,11001001

1322,11001001,01100101

1323,10000001,01111111

1324,11001011,01101011

1325,01101011,11001011

1326,01111111,10000001

1327,01010111,10101001

1328,10101001,01010111

1329,10000001,01111111

1330,10010101,00110101

1331,00110101,10010101

1332,01111111,10000001

1333,00110111,10011011

1334,10011011,00110111

1335,10000001,01111111

1336,10011101,00111101

1337,00111101,10011101

1338,10100001,10001111

1339,10001111,10100001

1340,01111011,01111111

